	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63
0	-0.0041926242	0.036566883	-0.12931299	-0.068035245	-0.08417401	0.18912993	-0.032915883	-0.16766438	-0.028250244	0.056382943	0.06014824	0.019628886	-0.10009735	-0.07661134	0.01485992	-0.03854562	0.077284075	-0.023036506	0.00615862	-0.087693974	-0.071887314	0.017369626	0.058341112	-0.09915331	-0.043453187	0.077316776	0.042666137	-0.092372894	-0.07919727	-0.0872284	0.07622273	0.070155956	0.07880218	-0.05029951	-0.0659912	0.071476065	0.11552594	0.062562406	-0.07048874	0.02763051	0.16212894	0.079904504	0.13049144	-0.03264109	0.030988414	0.108025745	-0.0048911697	-0.027326252	-0.039315674	-0.037136126	0.031559613	-0.11489867	0.1067007	-0.0020585544	-0.041748792	0.055217255	-0.030758202	-0.027601253	-0.10018852	0.07122834	0.07431364	-0.005169462	0.051793545	-0.07687308
1	-0.08356434	0.029741973	-0.07744032	-0.00971649	-0.117558375	0.14646122	0.083987206	-0.11725216	-0.07570532	0.14868933	-0.08073816	0.08641123	-0.052071404	-0.020288324	0.08180716	0.020829754	0.08957653	-0.019235518	0.006876757	-0.09898734	-0.09258944	0.017879162	-0.0223765	-0.062113274	-0.13850713	0.044640932	0.13428515	0.035363883	-0.055000097	-0.093027905	-0.019301172	0.090363175	-0.07988002	-0.0474096	-0.0085436925	0.033508774	0.09114811	-0.008390581	0.06922295	0.02107924	0.1068123	0.113525376	0.09275252	-0.028419308	0.017417956	0.062215053	-0.0063972753	-0.120358326	-0.102936074	-0.07585022	-0.0053588413	-0.091718376	0.087065704	-0.05827435	0.023066744	-0.06482154	-0.004535204	-0.01203182	-0.054393418	0.00093134027	0.05167632	-0.0018411281	0.08504288	-0.054446533
2	-0.052159302	-0.0059938114	-0.07611664	0.006157441	-0.12185088	0.11959052	0.061231308	-0.0890287	-0.0936147	0.122532845	-0.129659	0.09167991	-0.04468213	-0.035239782	0.10453758	-0.0080542425	0.07905726	0.03450085	-0.013136127	-0.07944114	-0.076807946	0.021236729	0.0057003004	-0.059762973	-0.14430335	0.040230375	0.13978225	0.057276968	-0.01871039	-0.11208853	-0.05152826	0.064976685	-0.082297444	-0.061946005	0.018841408	0.034525704	0.081155166	-0.011264147	0.10549469	0.020142017	0.06587552	0.08091658	0.054662615	-0.041446954	0.06717829	0.05571527	-0.010999621	-0.07269912	-0.097672075	-0.06562143	-0.0009001787	-0.09059139	0.09435354	-0.043215405	0.054125104	-0.0327295	-0.04985746	-0.0004478693	-0.042137146	-0.004093758	0.053178065	-0.008515303	0.08627263	-0.047668025
3	-0.080947265	0.024877353	-0.06196356	-0.008803831	-0.11878775	0.13268438	0.08213499	-0.09163597	-0.07347117	0.13122356	-0.09648448	0.083456695	-0.04823214	-0.008196574	0.1002173	-0.0008863236	0.086702354	-0.014267858	0.0009107647	-0.10000031	-0.09069621	0.010763816	-0.014934613	-0.048163936	-0.12794125	0.050673544	0.120459646	0.030914843	-0.059551455	-0.081260234	-0.015120366	0.06896498	-0.08703953	-0.039970484	-0.0004650592	0.033648863	0.08355342	-0.001726443	0.082559355	0.016367983	0.09652443	0.1057637	0.07665574	-0.035537716	0.0153037505	0.059692647	-0.0034360893	-0.11338454	-0.100889854	-0.07163581	-0.005944983	-0.10066976	0.08666754	-0.067234874	0.024399925	-0.06305114	0.00036793202	-0.01748536	-0.04737425	-0.001404155	0.05390604	-0.0075111967	0.08592692	-0.058346692
4	0.009740181	0.021679346	-0.0542585	-0.06881648	-0.057955272	0.1750395	0.030368816	-0.12480527	-0.066726536	0.13946208	0.015279509	0.03265557	-0.11469795	-0.10042381	0.014687741	0.033847343	0.06263003	0.023412086	0.027628623	-0.07451257	-0.056608815	-0.028415192	6.0385093e-05	-0.12889923	-0.077480525	-0.008908063	0.044606417	-0.10514504	-0.113276586	-0.009982374	0.07589785	0.059128698	-0.008735077	-0.0771103	0.001121013	0.15123475	0.06249701	0.1285665	-0.075285554	0.05846867	0.14928894	0.1417155	0.11709443	-0.085561015	0.013287837	0.046509236	-0.036606878	-0.081838176	-0.06481229	0.025829762	0.025936754	-0.06323009	0.079857916	-0.043235376	-0.03354517	0.12678048	-0.013136983	-0.027279794	-0.09916963	0.031351253	0.050364073	0.05279322	0.09469843	-0.023389857
5	-0.04128439	0.029848672	-0.11638431	-0.033167772	-0.0653285	0.17376749	0.101920485	-0.13198689	-0.006960295	0.09312971	0.04456594	0.060468044	-0.115328774	-0.037052333	0.054637518	0.0048394874	0.061967902	0.017552948	0.08648734	-0.053392474	-0.09274161	-0.029876672	0.020978462	-0.09220876	-0.061711676	0.024645578	0.02817715	-0.12441143	-0.019541051	-0.08845903	0.08542978	0.06782412	0.093165465	-0.07642066	-0.041625742	0.13655257	0.104952596	0.08666314	-0.08720979	-0.011015829	0.1547926	0.01630425	0.08702046	-0.027789801	0.030625794	0.022586536	-0.005719809	-0.11007941	-0.014916807	-0.013995368	-0.0067701247	-0.0049762763	0.115158185	-0.05561716	-0.03286967	0.06902307	-0.05491419	-0.011301857	-0.08352348	0.024937836	0.06461532	0.050817475	0.10766871	0.005648326
6	-0.0684912	0.024792911	-0.101119325	-0.03243137	-0.09964715	0.17603666	0.06875919	-0.1323964	-0.06282079	0.14588869	-0.027556246	0.07818496	-0.07632539	-0.03429727	0.04959404	0.01660855	0.08187081	-0.028727565	0.02077133	-0.11220504	-0.06796774	0.013085539	-0.012287324	-0.07882704	-0.08567763	0.04439957	0.12500174	-0.014392216	-0.064089075	-0.08589265	0.03471766	0.08826138	-0.043828942	-0.055601142	-0.010380482	0.0613222	0.08555204	0.020191941	0.012420499	0.032099955	0.13764344	0.110055774	0.10414071	-0.032376725	0.005331615	0.06365405	0.012480915	-0.121435255	-0.10149965	-0.07068667	-0.0024808242	-0.090033986	0.07772212	-0.06991732	-0.0060455427	-0.034207378	-0.009125555	-0.013696399	-0.08228643	0.025647165	0.041942623	0.0039623263	0.0808578	-0.06003502
7	-0.006373238	-0.027695654	-0.13599885	-0.035275202	-0.0789464	0.13391408	0.007294502	-0.094104126	-0.06274541	0.10101223	-0.08700754	0.09136582	-0.061104886	-0.065980956	0.06806463	-0.06713114	0.058955	0.06296485	0.018591963	-0.04505273	-0.068123356	0.010911786	0.01287319	-0.10895708	-0.08971068	0.033223562	0.13562545	0.01797348	-0.015045706	-0.12445332	-0.014926863	0.011773195	-0.031765986	-0.10907699	0.030076707	0.08359321	0.067412876	0.09548642	0.03548656	-0.0120564625	0.094768785	0.0733179	0.03156718	-0.054305017	0.11294217	0.07462024	-0.027345687	-0.021706382	-0.074343786	-0.07519832	0.004573851	-0.070557185	0.021140192	-0.048704326	0.06914428	0.06615321	-0.10641218	-0.009304186	-0.059023507	-0.0150804	0.10170297	0.021272656	0.07557575	-0.025145147
8	-0.049332518	0.010304369	-0.1659204	-0.03337895	-0.085438415	0.18293747	0.059492394	-0.13445345	0.0070823953	0.102444746	0.05783037	0.09215728	-0.08588182	-0.020385996	0.04050842	0.03332177	0.020119026	-0.021284617	0.0560427	-0.055023063	-0.06414129	-0.08215359	0.0026915465	-0.06363276	-0.08159938	0.025474988	0.041496143	-0.07809815	-0.020162325	-0.013108697	0.05885234	0.08804074	0.041596703	-0.08364601	-0.049415395	0.092894636	0.017496895	0.12919974	-0.035610564	0.10422055	0.12553108	0.085944235	0.15150443	-0.093354836	0.07397772	0.04457791	0.0148222605	-0.06774109	-0.00940568	-0.016821079	-0.0069847964	-0.11294226	-0.007450495	-0.08704946	-0.025487743	0.041036803	-0.022036409	-0.06564305	-0.14071085	0.06796846	0.036796033	0.010520273	0.08305211	-0.07001598
9	-0.06893121	0.009823805	-0.08190653	-0.015373088	-0.116235375	0.14070776	0.068320885	-0.10569659	-0.073881954	0.12084979	-0.072494134	0.068686254	-0.05156305	-0.019658322	0.07541716	-0.0010801515	0.086953774	-0.014706053	0.0074707298	-0.09221298	-0.076016486	0.017401444	-0.009550739	-0.060906596	-0.11745635	0.047010828	0.116285324	0.011471099	-0.06550207	-0.08278693	0.0068507525	0.07855059	-0.052717447	-0.054294966	0.00068202475	0.055309903	0.0871194	0.017188871	0.04467324	0.026797192	0.11203919	0.09874047	0.07894087	-0.032772664	0.017581768	0.05611041	0.0019592484	-0.11268079	-0.099738	-0.055175826	-0.0070556607	-0.09475505	0.075978324	-0.06595135	0.015539206	-0.027740814	-0.012262018	-0.017797083	-0.051882055	0.009223708	0.055426996	0.0036924793	0.07935938	-0.06011419
